linux-amd64-noopt at 9a1d3b0ad20ba5d73ba3a88c86563ae7b4cf03ca

:: Running /workdir/go/src/make.bash with args ["/workdir/go/src/make.bash"] and env ["PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin" "HOSTNAME=buildlet-linux-amd64-bullseye-rnaf1b1ce" "DEBIAN_FRONTEND=noninteractive" "HOME=/root" "USER=root" "GO_STAGE0_NET_DELAY=0s" "GO_STAGE0_DL_DELAY=200ms" "WORKDIR=/workdir" "GOROOT_BOOTSTRAP=/workdir/go1.4" "GO_BUILDER_NAME=linux-amd64-noopt" "GO_DISABLE_OUTBOUND_NETWORK=1" "GO_GCFLAGS=-N -l" "GOBIN=" "TMPDIR=/workdir/tmp" "GOCACHE=/workdir/gocache" "PWD=/workdir/go/src"] in dir /workdir/go/src

Building Go cmd/dist using /workdir/go1.4. (go1.17.13 linux/amd64)
Building Go toolchain1 using /workdir/go1.4.
Building Go bootstrap cmd/go (go_bootstrap) using Go toolchain1.
Building Go toolchain2 using go_bootstrap and Go toolchain1.
Building Go toolchain3 using go_bootstrap and Go toolchain2.
Building packages and commands for linux/amd64.
---
Installed Go for linux/amd64 in /workdir/go
Installed commands in /workdir/go/bin

##### Test execution environment.
# GOARCH: amd64
# CPU: Intel(R) Xeon(R) CPU @ 2.20GHz
# GOOS: linux
# OS Version: Linux 5.10.133+ #1 SMP Tue Aug 9 15:29:43 UTC 2022 x86_64

##### Testing packages.
ok  	archive/tar	0.034s
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc000062fe8 sp=0xc000062fe0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 17 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc00050c000, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc00005c748 sp=0xc00005c718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc00005c7e0 sp=0xc00005c748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc00005c7e8 sp=0xc00005c7e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 33 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc00050c020, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000512748 sp=0xc000512718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc0005127e0 sp=0xc000512748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc0005127e8 sp=0xc0005127e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 34 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc00050c040, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000512f48 sp=0xc000512f18 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc000512fe0 sp=0xc000512f48 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc000512fe8 sp=0xc000512fe0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 35 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc00050c060, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000513748 sp=0xc000513718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc0005137e0 sp=0xc000513748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc0005137e8 sp=0xc0005137e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 36 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc00050c080, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000513f48 sp=0xc000513f18 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc000513fe0 sp=0xc000513f48 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc000513fe8 sp=0xc000513fe0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 10 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc000026480, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000063748 sp=0xc000063718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc0000637e0 sp=0xc000063748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc0000637e8 sp=0xc0000637e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 11 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc0000264a0, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000063f48 sp=0xc000063f18 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc000063fe0 sp=0xc000063f48 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc000063fe8 sp=0xc000063fe0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 12 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc0000264c0, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc00050e748 sp=0xc00050e718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc00050e7e0 sp=0xc00050e748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc00050e7e8 sp=0xc00050e7e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 13 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc0000264e0, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc00050ef48 sp=0xc00050ef18 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc00050efe0 sp=0xc00050ef48 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc00050efe8 sp=0xc00050efe0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 14 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc000026500, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc00050f748 sp=0xc00050f718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc00050f7e0 sp=0xc00050f748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc00050f7e8 sp=0xc00050f7e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 15 [runnable]:
runtime.gopark(0x11de530, 0xc000026520, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:346 +0x136 fp=0xc00050ff48 sp=0xc00050ff40 pc=0x43f956
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc00050ffe0 sp=0xc00050ff48 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc00050ffe8 sp=0xc00050ffe0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 16 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc000026540, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000510748 sp=0xc000510718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc0005107e0 sp=0xc000510748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc0005107e8 sp=0xc0005107e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 49 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc000026560, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000510f48 sp=0xc000510f18 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc000510fe0 sp=0xc000510f48 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc000510fe8 sp=0xc000510fe0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

goroutine 50 [GC worker (idle)]:
runtime.gopark(0x11de530, 0xc000026580, 0x18, 0x14, 0x0)
	/workdir/go/src/runtime/proc.go:363 +0xfd fp=0xc000511748 sp=0xc000511718 pc=0x43f91d
runtime.gcBgMarkWorker()
	/workdir/go/src/runtime/mgc.go:1234 +0x107 fp=0xc0005117e0 sp=0xc000511748 pc=0x41dae7
runtime.goexit()
	/workdir/go/src/runtime/asm_amd64.s:1594 +0x1 fp=0xc0005117e8 sp=0xc0005117e0 pc=0x472061
created by runtime.gcBgMarkStartWorkers
	/workdir/go/src/runtime/mgc.go:1158 +0x25

FAIL	escape_struct_param2.go	0.173s
2022/08/19 20:02:40 Failed: exit status 1
go tool dist: FAILED
